time,open,high,low,close,Volume,Volume MA,ATR
1574812800,146,155.66,125.03,152.52,4404.649,,
1574899200,154.29,156.52,146.41,150.48,4439.314,,
1574985600,150.56,157.4,150.55,154.41,6380.431,,
1575072000,154.4,155.15,149.66,151.38,14078.681,,
1575158400,151.38,152.5,145.5,150.65,14990.776,,
1575244800,150.72,151.3,146.67,148.59,15033.974,,
1575331200,148.59,149.8,145.62,147.1,18847.869,,
1575417600,147.12,152.22,142.96,145.35,26007.383,,
1575504000,145.36,148.88,143.77,148.04,16762.328,,
1575590400,148.08,149.5,145.66,148.41,12716.518,,
1575676800,148.41,149.42,146.77,147.1,9089.041,,
1575763200,147.08,156.25,146.01,150.41,9903.213,,
1575849600,150.41,151.15,146.55,147.37,11266.067,,
1575936000,147.36,148.39,143.78,145.55,9646.398,,7.805000000000001
1576022400,142.83,142.87,142.74,142.76,6.028,,7.448214285714286
1576108800,143.36,145.8,139.05,144.8,14138.956,,7.398341836734694
1576195200,144.8,145.2,143,144.7,6956.591,,7.027031705539358
1576281600,144.71,144.97,141.05,141.77,7107.393,,6.805100869429403
1576368000,141.77,144,139.89,142.39,8767.733,,6.61259366447016
1576454400,142.46,142.63,128.59,132.59,21036.654,,7.143122688436577
1576540800,132.6,132.84,119.1,121.87,23312.07,,7.614328210691108
1576627200,121.9,134.75,115.95,132.74,38520.489,,8.413304767070313
1576713600,132.78,133.79,125.66,128.03,24225.324,,8.393068712279575
1576800000,128.03,129.33,125.73,128.13,13169.044,,8.050706661402463
1576886400,128.13,128.52,126.5,126.99,7916.6,,7.619941899873717
1576972800,126.99,133.33,126.78,132.14,16868.469,,7.543517478454166
1577059200,132.18,135.09,126.01,127.73,26551.436,,7.653266229993153
1577145600,127.75,129.67,126.45,127.76,18906.327,,7.336604356422212
1577232000,127.72,127.83,123,125.06,17300.61,14425.874689655171,7.15756118810634
1577318400,125.06,132.44,124.33,125.53,22168.469,15038.420206896551,7.22559253181303
1577404800,125.53,127.06,122,126.21,21579.726,15629.468896551723,7.070907350969242
1577491200,126.24,129.62,125.77,128.04,17811.772,16023.653068965517,6.840842540185726
1577577600,128.02,138.25,127.5,134.28,29321.357,16549.2625862069,7.120068073029602
1577664000,134.22,136.21,130.19,131.52,26302.301,16939.315172413793,7.041491782098917
1577750400,131.53,133.64,128.15,129.12,24614.247,17269.669413793104,6.930670940520422
1577836800,129.12,132.96,128.62,130.62,17710.429,17230.447344827586,6.745623016197535
1577923200,130.63,130.75,126.25,127.11,19896.151,17019.71520689655,6.585221372183425
1578009600,127.11,135.07,125.78,134.29,36142.696,17688.00375862069,6.778419845598894
1578096000,134.31,135.8,132.41,134.14,19371.568,17917.48824137931,6.536389856627546
1578182400,134.14,138.17,134.12,135.33,25447.752,18481.58172413793,6.358790581154148
1578268800,135.32,144.38,134.82,144.04,41615.592,19575.112034482758,6.5874483967859945
1578355200,144.11,145.25,138.7,142.86,36606.597,20448.923413793098,6.584773511301281
1578441600,142.86,147.94,137.15,140.75,45909.083,21699.3608275862,6.885146831922618
1578528000,140.76,141.52,135.33,137.73,36360.84,22952.975034482748,6.835493486785288
1578614400,137.73,145.15,135.22,144.8,34518.373,23655.71355172413,7.056529666300626
1578700800,144.8,148.03,142,142.4,31622.201,24506.2518275862,6.983206118707725
1578787200,142.4,146.6,141.71,146.57,23949.762,25087.02317241378,6.833691395942886
1578873600,146.57,147,142.32,143.58,21228.915,25516.719103448264,6.67985629623268
1578960000,143.57,171,143.49,165.77,82443.257,27634.188172413782,8.167723703644631
1579046400,165.75,172.18,159.35,166.6,52895.972,28654.32272413792,8.500743439098587
1579132800,166.61,167.63,158.43,164.37,29799.58,28353.601724137916,8.55069033630583
1579219200,164.39,174.79,162.27,170.06,35974.879,28758.758793103432,8.834212455141127
1579305600,170.06,179.57,165.08,174.43,31138.885,29378.408482758605,9.238197279773901
1579392000,174.37,178.42,161.81,167.04,28210.129,30078.18534482757,9.764754616932906
1579478400,167.04,169.48,161.5,167.03,14822.123,30007.621689655156,9.637272144294842
1579564800,167.01,170.34,165.02,169.52,13359.507,29552.72758620688,9.328895562559495
1579651200,169.62,171.61,166.12,168.19,12706.37,29338.935965517223,9.054688736662388
1579737600,168.24,168.38,159.41,162.97,18281.884,29372.77299999998,9.048639541186503
1579824000,162.97,164.65,155.72,162.63,17957.6,29227.570620689632,9.04016528824461
1579910400,162.66,163,157.8,160.52,10745.851,28853.98872413791,8.76586776765571
1579996800,160.5,168.16,159.5,167.9,12395.176,28667.209551724114,8.75830578425173
1580083200,167.98,172.26,165.28,170.21,15885.512,28203.904551724117,8.631283942519463
1580169600,170.25,176.7,170.22,175.88,19960.733,27985.229793103426,8.478335089482357
1580256000,175.89,178.85,173.3,173.8,15261.544,27662.72279310343,8.269168297376472
1580342400,173.86,187.4,171.07,185.14,24843.283,27908.68327586205,8.844941990421011
1580428800,185.16,186.34,175.5,180.14,25555.837,28103.84486206895,8.987446133962369
1580515200,180.14,184.58,179.41,183.82,20014.144,27547.687896551706,8.714771410107915
1580601600,183.8,193.7,179,188.59,34479.026,28068.63472413791,9.142287737957348
1580688000,188.64,195.45,186.65,189.92,24778.072,28045.54231034481,9.117838613817536
1580774400,189.89,191.76,184.71,189.01,23343.034,27415.45410344826,8.970135855687712
1580860800,189,208.18,188.26,204.1,34306.841,27336.15217241378,9.752269008852876
1580947200,204.1,216.7,201.28,213.27,47689.594,27397.549103448262,10.157106936791953
1581033600,213.3,225.36,213.3,223.57,40058.639,27525.059413793093,10.2951707270211
1581120000,223.57,228.02,213.35,223.57,41440.714,27763.760827586197,10.60765853223388
1581206400,223.57,230.9,223.5,228.64,36822.827,27943.092758620678,10.378540065645748
1581292800,228.71,229.96,217.32,223.03,44675.498,28657.77331034482,10.540072918099623
1581379200,223.04,239.98,218.64,237.16,45382.885,29490.668827586196,11.311496281092507
1581465600,237.17,277.97,237.17,266.24,84504.684,29561.75251724137,13.418532261014473
1581552000,266.26,278.8,256.2,268.48,90705.924,30865.543965517234,14.074351385227727
1581638400,268.48,287.58,260.53,285.4,54992.124,31734.25237931034,15.001183429140033
1581724800,285.4,289,262.41,265.08,73158.375,33016.44189655172,15.828956041344314
1581811200,265.16,274.3,237.86,258.87,87304.673,34953.19320689655,17.301173466962577
1581897600,258.87,268.81,242.32,268,80902.869,36770.184241379306,17.95751821932239
1581984000,267.99,286.48,258.78,282.96,71634.726,38729.23951724138,18.653409775085077
1582070400,282.96,286.7,250,258.43,63755.59,40467.03548275863,19.942451934007572
1582156800,258.39,264.32,245.91,257.11,61502.011,42149.643793103445,19.83299108157846
1582243200,257.18,268.5,253.89,265.44,37441.449,42810.31844827586,19.45992029003714
1582329600,265.45,267.16,256.23,261.83,28612.381,43177.724689655166,18.850640269320202
1582416000,261.82,275.84,261.5,274.67,35751.615,44039.992413793094,18.528451678654474
1582502400,274.66,277.26,257.5,265.7,56364.07,45556.16117241379,18.616419415893436
1582588800,265.69,266.4,244.57,247.03,59428.262,47057.63531034482,18.845960886186763
1582675200,247.03,250.54,215.75,224.1,103713.088,49945.647551724134,19.98482082288771
1582761600,224.13,238.58,210.01,227.92,90232.494,52530.85272413793,20.59804790696716
1582848000,227.93,234.93,214.25,227.09,77020.801,54330.077482758614,20.603901627898075
1582934400,227.04,233.33,217.14,217.31,49758.881,55164.66520689654,20.288622940191072
1583020800,217.37,228,212.33,218.01,67452.983,56800.4872413793,19.958721301605994
1583107200,218.01,234.5,216.24,232.22,60953.535,57713.401344827565,19.837384065776995
1583193600,232.24,232.67,220.21,224.1,58703.564,58883.24589655171,19.310428061078635
1583280000,224.1,229,220.45,224.47,39032.669,59424.267793103434,18.541826056715877
1583366400,224.43,234.26,224.43,228.64,43416.175,59738.382758620675,17.919552766950456
1583452800,228.63,245.38,227.6,244.94,49702.34,59807.78779310344,17.90958471216828
1583539200,244.97,251.8,236.3,237.34,62208.202,60571.5658275862,17.73747151844197
1583625600,237.36,237.38,195.35,199.54,119701.398,63270.21010344827,19.472652124267544
1583712000,199.54,208.65,190.02,203.02,147637.816,67091.41662068965,19.41246268681986
1583798400,202.95,206.32,195.66,200.95,76316.667,68182.4914137931,18.787286780618444
1583884800,200.9,203.26,181.88,194.81,80762.239,69402.46913793104,18.97248058200284
1583971200,194.77,195.81,95,106.71,270417.755,75813.26468965517,24.818017683288353
1584057600,106.97,323,84.23,134.13,250221.34,81313.79627586206,40.100302134482035
1584144000,134.1,134.67,121.16,122.55,70128.059,81835.7250689655,38.200994839161886
1584230400,122.56,133.85,120.4,123.89,68477.155,81674.30368965516,36.43306663636461
1584316800,123.87,124.4,100.11,111.06,137639.72,83409.99496551724,35.565704733767134
1584403200,111.04,121.55,109.34,115.68,78040.271,83311.28468965518,33.89744010992662
1584489600,115.67,118.59,109.78,118.16,60173.663,82916.07562068968,32.105480102074715
1584576000,118.12,143.34,115.5,136.42,79754.424,83467.75955172416,31.80080295192652
1584662400,136.42,152.68,116.67,133.52,118887.596,85446.57282758623,32.10145988393177
1584748800,133.48,137.58,125.58,132.67,73475.443,86689.1243448276,30.66564132079378
1584835200,132.64,137.2,121,122.25,65525.708,87961.9976896552,29.63238122645137
1584921600,122.27,137.67,119,135.96,74134.551,89285.54720689656,28.849353995990555
1585008000,135.96,143.44,132.41,138.38,66317.251,89628.7603448276,27.57654299627694
1585094400,138.39,142.46,132.36,136.1,55035.088,89477.27158620692,26.32821849654287
1585180800,136.11,139.8,133.18,138.41,40642.077,87302.40913793106,24.920488603932665
1585267200,138.36,141.44,129.16,131.27,38923.703,85533.14048275865,24.017596560794612
1585353600,131.24,132.93,124.52,130.95,50753.952,84627.38706896556,22.90276823502357
1585440000,130.97,131.77,123.74,124.4,32249.382,84023.61124137935,21.8404276468076
1585526400,124.42,135.13,123.93,132.04,45126.395,83253.72889655177,21.08039710060706
1585612800,132.07,135,130.33,132.61,34066.748,82326.59831034487,19.908225879135127
1585699200,132.6,137.22,128.27,135.6,43468.397,81801.24772413798,19.125495459196905
1585785600,135.6,149.97,135,141.3,64396.561,82675.86468965522,18.82867435496856
1585872000,141.29,146.78,137.68,141.23,49680.237,82891.86682758626,18.133769043899374
1585958400,141.2,146.14,138.79,144.02,37142.643,82458.77382758628,17.363499826477987
1586044800,143.97,145.52,140.6,142.59,29651.215,81336.11910344833,16.47467841030099
1586131200,142.59,171.99,142.51,171.15,108203.297,80939.63286206902,17.403629952422346
1586217600,171.15,176.16,162.13,164.55,115282.736,79823.94044827591,17.16265638439218
1586304000,164.56,174.59,163.55,173.19,71117.819,79644.66982758626,16.725323785507022
1586390400,173.18,173.44,164.89,169.46,49697.079,78573.45741379316,16.141372086542237
1586476800,169.48,170.1,152,157.69,85080.322,72182.51144827591,16.28127408036065
1586563200,157.69,161.25,153.78,158.19,43971.246,65070.43924137936,15.651897360334889
1586649600,158.21,164.9,154.85,158.72,53294.218,64489.9619655173,15.251761834596683
1586736000,158.69,159.08,149.55,156.37,67939.436,64471.41993103454,14.84306456069692
1586822400,156.38,161.83,155.07,158.43,51025.877,61484.73568965524,14.265702806361428
1586908800,158.42,161.32,151.9,152.64,51411.209,60566.49217241386,13.919581177335612
1586995200,152.64,174.92,148.07,172.27,116777.37,62518.3441379311,14.84318252181164
1587081600,172.31,174.88,168.21,170.56,50968.175,61525.71486206903,14.259383770253665
1587168000,170.56,189.68,170.28,187.48,82078.643,60256.44062068972,14.626570643806975
1587254400,187.52,188.3,176.27,179.97,88403.676,60771.20727586213,14.441101312106477
1587340800,179.96,186.47,166.6,170.19,131200.772,63035.86465517247,14.828879789813158
1587427200,170.19,174.63,167.92,170.66,83426.923,63356.291275862124,14.248959804826503
1587513600,170.66,183.98,169.8,182.63,92454.025,64257.55934482764,14.244034104481752
1587600000,182.63,194.4,178,185.53,127341.51,66750.88424137936,14.398031668447342
1587686400,185.54,189.77,184.49,187.65,70886.292,67793.7882068966,13.746743692129673
1587772800,187.67,198.53,185.7,194.25,90087.074,69558.0423793104,13.681261999834698
1587859200,194.22,199.99,192.27,197.46,78140.944,70502.42141379314,13.255457571275077
1587945600,197.46,199,189.51,196.37,88210.104,72432.10148275866,12.986496316184
1588032000,196.39,197.72,192.28,196.31,72324.163,73369.9555517242,12.447460865028
1588118400,196.34,219.5,196.31,215.5,143494.591,77143.32944827591,13.214785088954573
1588204800,215.5,227.5,201.9,206.22,166126.849,81372.93124137937,14.099443296886388
1588291200,206.21,217.49,206.12,212.22,72306.282,81645.68024137936,13.904483061394503
1588377600,212.21,215.63,210.55,213.99,47364.372,81565.82282758625,13.274162842723467
1588464000,213.99,219.84,205,209.95,64146.668,82496.99610344831,13.386008353957505
1588550400,209.94,210.83,195.1,206.73,87916.985,84506.16058620693,13.55343632867483
1588636800,206.69,212.02,201.14,205.39,68965.297,83153.12610344832,13.362476590912342
1588723200,205.36,211.13,198.04,199.06,71020.719,81626.84965517245,13.343013977275746
1588809600,199.09,215.63,196.14,212.25,93894.518,82412.25306896555,13.782084407470336
1588896000,212.25,216.95,207.01,211.47,64535.277,82923.91506896557,13.50764980693674
1588982400,211.47,214.81,208.3,210.31,54874.449,81882.33324137935,13.007817677869829
1589068800,210.32,210.36,177.89,187.52,116140.064,84370.91317241384,14.397973558021986
1589155200,187.48,193.44,175.5,185.69,87819.109,85561.42665517247,14.650975446734702
1589241600,185.68,192.31,185.4,189.64,47920.228,84871.10913793108,14.098048629110794
1589328000,189.64,200.95,187.64,199.54,52202.028,84911.66606896557,14.041759441317167
1589414400,199.53,205.95,195.56,203.13,71916.941,85618.76027586214,13.780919481223082
1589500800,203.1,203.99,191.21,194.71,52356.284,83397.34351724143,13.70942523256429
1589587200,194.72,203.46,193.2,200.39,41837.883,83082.50586206903,13.463037715952556
1589673600,200.4,210.16,199.5,206.93,40559.975,81650.82765517247,13.26282073624166
1589760000,206.9,217.2,206.9,214.83,58044.77,80603.96882758627,13.051190683652967
1589846400,214.83,215.99,209.32,214.7,45965.957,77664.83727586213,12.595391349106327
1589932800,214.69,215.85,206.02,209.96,50266.779,76521.38403448282,12.397863395598732
1590019200,209.99,211.69,191.61,198.68,68868.427,75708.08755172421,12.94658743877025
1590105600,198.69,209.22,195.95,207.28,53792.279,73171.90717241386,12.969688336000946
1590192000,207.31,211.2,204.47,206.51,41554.348,72160.46082758628,12.523996312000877
1590278400,206.46,210.54,199.24,199.7,58308.384,71064.64393103456,12.436568004000813
1590364800,199.7,205.66,197.72,204.1,37728.069,69671.09651724146,12.115384575143612
1590451200,204.1,205.05,196.68,200.91,40028.675,68009.66793103456,11.847857105490496
1590537600,200.89,208.48,200.69,208.27,36073.879,66759.65813793111,11.558010169384032
1590624000,208.27,220.79,204.55,220.32,49494.446,63518.27382758628,11.892438014428027
1590710400,220.31,225,217,220.65,53676.075,59640.66093103456,11.61440672768317
1590796800,220.65,247.85,218.77,243.74,94866.657,60418.6048965518,12.861949104277228
1590883200,243.73,245.3,229.54,231.55,78466.218,61491.08234482766,13.068952739685999
1590969600,231.55,252.8,230.61,248.9,82416.473,62121.07562068973,13.720456115422712
1591056000,248.91,254.48,220,237.73,75905.437,61706.88431034489,15.203280678606802
1591142400,237.74,245.23,233.3,244.52,44757.78,60872.142344827655,14.969474915849172
1591228800,244.52,246.7,235.75,243.28,63025.54,60596.44651724144,14.682369564717089
1591315200,243.29,248.36,238.68,240.13,48929.586,59045.93162068972,14.325057452951583
1591401600,240.12,244.89,237.91,242.05,31867.573,57919.45906896558,13.800410492026469
1591488000,242.06,245.61,234.64,244.66,51071.017,57788.306241379374,13.59823831402458
1591574400,244.67,248.05,241.04,246.65,32567.42,54906.49093103455,13.127649863022826
1591660800,246.64,250.1,237.3,243.98,42571.92,53346.243034482824,13.104246301378337
1591747200,243.98,251,241,247.95,41845.261,53136.76141379316,12.882514422708455
1591833600,247.95,250.34,225.33,230.48,73625.698,53875.508655172474,13.748763392514993
1591920000,230.48,239.38,228.3,237.46,36439.647,52652.153689655235,13.558137435906778
1592006400,237.47,238.88,234.6,238.17,21359.471,51583.298068965574,12.895413333342008
1592092800,238.14,238.59,229.9,231.92,29911.404,51172.04017241386,12.595026666674721
1592179200,231.92,233.64,218.02,230.86,74496.643,52342.27010344833,12.811096190483669
1592265600,230.85,236,228.75,235.22,37585.741,51636.78634482764,12.413875034020549
1592352000,235.22,237.5,227.47,233.75,41739.738,51491.05465517247,12.243598245876225
1592438400,233.73,234.7,227.81,231.26,27444.536,50704.080758620745,11.861198371170778
1592524800,231.26,232,226.02,228.97,33258.804,49476.16272413799,11.441112773230007
1592611200,228.98,230.8,225.07,228.85,26240.982,48526.11800000006,11.033176146570723
1592697600,228.84,231.4,227.06,228.08,18251.891,47722.58500000006,10.555092136101385
1592784000,228.07,247,227.5,243.14,60043.18,47782.405551724194,11.194014126379857
1592870400,243.13,244.9,240.7,243.12,33450.418,47634.90034482765,10.694441688781296
1592956800,243.13,249.41,231,234.54,71172.485,48708.82482758627,11.24555299672549
1593043200,234.54,235.5,227.53,232.5,39945.549,48842.33068965523,11.011584925530812
1593129600,232.5,233.65,227.67,229.66,41652.366,48571.91413793109,10.652186002278613
1593216000,229.65,231.4,213.59,220.94,50033.282,48446.30058620695,11.163458430687283
1593302400,220.95,227.9,217.81,224.96,36768.282,46442.908344827636,11.086782828495334
1593388800,224.93,230.13,221.11,227.95,41865.502,45180.81468965522,10.939155483602809
1593475200,227.95,228.73,223,225.56,32046.463,43443.917793103494,10.56707294905975
1593561600,225.56,232.78,224.01,231.03,37256.809,42111.206482758666,10.438710595555483
